,loss,mean_squared_error,val_loss,val_mean_squared_error
0,12.210290270320144,12.210290215847035,9.828473990793444,9.828473902662187
1,4.324085181803648,4.324085181562964,1.3156564795939654,1.3156564633157533
2,1.028979129774214,1.0289791272865705,0.9053921060238477,0.9053921115320513
3,0.8638284591722366,0.8638284566845932,0.849072943784218,0.849072943784218
4,0.823043707155996,0.8230437034658415,0.8239533657173891,0.8239533602913184
5,0.7968400864839593,0.7968400868746167,0.8074676035541786,0.8074676089802493
6,0.775542501516013,0.7755424991711621,0.7942743163461309,0.7942742973548834
7,0.7568805950647057,0.7568805993484808,0.7827918945103003,0.7827918890842296
8,0.7397881595233263,0.7397881586064005,0.7727838065108442,0.7727838119369149
9,0.7233924683380534,0.7233924693376009,0.7651176641542403,0.7651176668672757
10,0.707552887984508,0.7075528872328254,0.7582636012306965,0.7582635957224928
11,0.6924886922402298,0.6924886924656439,0.751805564440711,0.7518055698667817
12,0.6784724826802587,0.6784724834768429,0.7485545139612237,0.7485545139612237
13,0.6653279419605331,0.6653279411863998,0.7446483535894199,0.7446483345981725
14,0.6529173884836461,0.6529173911967037,0.7409087797188784,0.740908768866737
15,0.6409696588710997,0.6409696588109288,0.7401466858107741,0.7401466858929071
16,0.6296337315830567,0.6296337307487524,0.7383238630818967,0.738323857655826
17,0.6183537632737769,0.6183537633563985,0.7381638994258038,0.7381639102779453
18,0.6075025380103484,0.607502542151331,0.7382040700393395,0.7382040700393395
19,0.5968860847835923,0.5968860844378364,0.73918722294731,0.739187231086416
20,0.5863719740517702,0.5863719745627693,0.7402006552055866,0.7402006633446927
21,0.5764433469179572,0.5764433448586912,0.7415234522352793,0.7415234630874206
