,loss,mean_squared_error,val_loss,val_mean_squared_error
0,12.30049198361508,12.30049196076828,10.552105799046453,10.552105839826766
1,7.829807878200028,7.8298078821084145,4.505894833439408,4.505894920256539
2,2.488514289360852,2.4885142972368905,1.478030735531685,1.478030768088109
3,1.2005097026905573,1.2005097095445976,1.0617960025327664,1.0617960025327664
4,0.9719128428068308,0.9719128399509807,0.9408602449752683,0.9408602449752683
5,0.8943840457488933,0.8943840411795332,0.8920770871399212,0.8920770734926116
6,0.8602486651382193,0.8602486637327451,0.867957395379022,0.8679574089441987
7,0.8429593406904159,0.8429593388341133,0.8549302324812301,0.8549302487594422
8,0.8332169701237426,0.8332169684326833,0.8472135034318383,0.8472135142839797
9,0.8272179558945915,0.8272179549776656,0.8427601448455355,0.842760142296766
10,0.8232801117718505,0.8232801181373421,0.839247491440042,0.8392474968661127
11,0.8204730408177588,0.8204730412084162,0.8373535215502268,0.8373535108623512
12,0.8182928080931259,0.8182928061766525,0.8356249510232473,0.8356249510232473
13,0.8165406773112142,0.8165406767624949,0.8341077264666096,0.8341077237535742
14,0.8150614576154599,0.8150614599827616,0.8324702199726162,0.8324702173417137
15,0.8136762238949533,0.8136762244059524,0.8316212535890075,0.8316212563020429
16,0.8124467416499269,0.8124467390194909,0.8303484050582269,0.8303484050582269
17,0.8113151993214397,0.811315198058758,0.829712787267764,0.8297127981199054
18,0.8101883020004573,0.8101883019627373,0.8287205436592469,0.8287205356022737
19,0.8089461662699765,0.8089461671491823,0.8279824376201642,0.8279824404153325
20,0.8079100583096956,0.8079100576783548,0.8269541812387102,0.82695417326387
21,0.8066562730397534,0.80665627112328,0.8262815500898574,0.8262815527207598
22,0.8054544165997324,0.8054544171933531,0.8258250407676206,0.8258250272845769
23,0.8041038933337288,0.8041038955582379,0.8246173868657494,0.8246174032260943
24,0.8026430907192964,0.8026430873147271,0.8234810379286228,0.8234810433546935
25,0.8011494933973963,0.8011494991090964,0.8221030899242342,0.8221030872111988
26,0.7994133191009898,0.7994133217538765,0.8205021016888233,0.8205020881236466
27,0.7975559686134893,0.7975559697782801,0.8194209504414702,0.8194209396714618
28,0.7955078609075232,0.7955078608096322,0.8175631346965189,0.8175631401225896
29,0.7932335350187906,0.7932335347556563,0.8157386093524984,0.8157386147785691
30,0.7907271139572335,0.7907271144080618,0.8138857814515014,0.813885778738466
31,0.7879311627264283,0.7879311632975983,0.8118032436718033,0.8118032463848387
32,0.7849753935529203,0.7849753928389578,0.8095097389094865,0.8095097443355572
33,0.7817691754402152,0.7817691766651768,0.8070200413032315,0.8070200277380548
34,0.7783718101650986,0.7783718124722294,0.8044248258860348,0.8044248150338934
35,0.7748303790153457,0.7748303809542698,0.8017948503154497,0.8017948558236534
36,0.7711508701513923,0.7711508659502389,0.7991605659545822,0.7991605498406359
37,0.7675108524766495,0.7675108549867438,0.7964675575488143,0.7964675548357789
38,0.7638101805406853,0.7638101736866452,0.7941188542965906,0.794118865148732
39,0.7601737651968703,0.760173764708322,0.7917846240917619,0.7917846240917619
40,0.7566584693009324,0.756658467384459,0.7898522575638022,0.7898522738420143
41,0.7532637533310594,0.7532637541276436,0.7872237331836378,0.7872237358966732
42,0.7500664497203854,0.7500664471124002,0.7851554162821176,0.7851554326424627
43,0.7470134620453269,0.747013459129306,0.7836315473243969,0.7836315310461848
44,0.7440821728893675,0.7440821728291966,0.7817293843804621,0.7817293789543914
45,0.741366122383542,0.7413661191217653,0.7802193480745688,0.7802193644349138
46,0.7387562923810305,0.7387562915844462,0.7792121450063911,0.7792121478015595
47,0.7363136251040778,0.7363136255324553,0.7776249702778923,0.7776249702778923
48,0.7340388975603225,0.7340388998674533,0.7761090768307173,0.7761090929446636
49,0.7318577518857532,0.7318577535992633,0.7748763043705493,0.7748763043705493
50,0.729738520874362,0.7297385208141911,0.7743848779150956,0.7743848779150956
51,0.7278719223545214,0.727871917807612,0.7738219366108793,0.7738219311848086
52,0.7260197974652187,0.7260197969766704,0.7724828896360588,0.7724828868408905
53,0.7242289742949525,0.7242289739267458,0.7718217527463117,0.7718217581723824
54,0.7225721750827067,0.7225721741657808,0.7711208249408044,0.7711208385059811
55,0.720951245966729,0.7209512472518615,0.7703774559337276,0.7703774505076569
56,0.7193675858915898,0.7193675812620588,0.7697534971980724,0.7697534972802053
57,0.7179520972340404,0.7179520965425287,0.7693376401034854,0.7693376455295561
58,0.716517637587849,0.7165176343260722,0.7689625207660473,0.7689625126269413
59,0.7152119954325381,0.7152119945156122,0.7683223385453071,0.7683223357501388
