TestDataID,Rating
1,4.426112174987793
2,4.0119500160217285
3,4.3235859870910645
4,2.552058458328247
5,3.0869956016540527
6,3.4934184551239014
7,4.484004497528076
8,2.801525354385376
9,3.254413366317749
10,2.3833014965057373
11,4.917409420013428
12,3.853940486907959
13,3.3489930629730225
14,3.3953373432159424
15,3.429088830947876
16,3.1750993728637695
17,4.162724494934082
18,3.6421830654144287
19,4.078797340393066
20,3.44105863571167
21,3.308483839035034
22,4.178564071655273
23,4.280982971191406
24,3.241196632385254
25,3.444603681564331
26,2.956300973892212
27,3.381178379058838
28,3.24373197555542
29,1.8370565176010132
30,3.3369140625
31,2.568148136138916
32,3.0294268131256104
33,3.9103171825408936
34,2.9051382541656494
35,4.357371807098389
36,3.8623690605163574
37,4.108340740203857
38,2.9294521808624268
39,4.001891136169434
40,1.8544189929962158
41,3.405986785888672
42,4.019138813018799
43,2.1772420406341553
44,4.152091979980469
45,3.5619277954101562
46,3.631383180618286
47,3.3899247646331787
48,3.4923341274261475
49,3.1142141819000244
50,3.6163814067840576
51,3.8425095081329346
52,3.2234294414520264
53,4.484405040740967
54,5.2111358642578125
55,3.730154275894165
56,3.306018352508545
57,4.340425491333008
58,2.616898775100708
59,3.806708335876465
60,3.7946724891662598
61,3.4136507511138916
62,3.9859044551849365
63,3.8293063640594482
64,4.318950176239014
65,4.343595027923584
66,3.771409511566162
67,3.8997061252593994
68,4.015532493591309
69,3.351713180541992
70,4.154184341430664
71,3.7344601154327393
72,4.51329231262207
73,3.011448383331299
74,4.215907096862793
75,2.561493396759033
76,2.9166858196258545
77,4.166258335113525
78,4.055871486663818
79,4.770310878753662
80,4.28015661239624
81,4.267772197723389
82,4.428133487701416
83,4.124350547790527
84,4.764843463897705
85,4.588311195373535
86,4.221909523010254
87,4.422101974487305
88,3.8237998485565186
89,4.178708553314209
90,3.7107839584350586
91,3.7384426593780518
92,3.8307597637176514
93,4.2715678215026855
94,4.604960918426514
95,4.033677101135254
96,3.972052812576294
97,4.135095119476318
98,4.783390522003174
99,4.064001560211182
100,4.391110897064209
101,3.4518635272979736
102,4.19636869430542
103,4.711186408996582
104,3.69640851020813
105,3.8514561653137207
106,4.2087931632995605
107,3.5985753536224365
108,4.790712833404541
109,3.4138221740722656
110,4.109364032745361
111,4.912219524383545
112,4.256755828857422
113,4.8454790115356445
114,3.4229073524475098
115,4.146457672119141
116,2.614561080932617
