TestDataID,Rating
1,4.280547618865967
2,3.944223403930664
3,3.9590911865234375
4,2.626577377319336
5,3.627501964569092
6,3.498663902282715
7,4.557941436767578
8,2.8672053813934326
9,3.2473831176757812
10,2.3977816104888916
11,4.433684349060059
12,3.6620540618896484
13,3.746088981628418
14,3.6063830852508545
15,3.5784499645233154
16,3.864351272583008
17,3.805652141571045
18,3.7975471019744873
19,4.287477493286133
20,3.3352184295654297
21,3.5736656188964844
22,4.275226593017578
23,4.018537998199463
24,3.353811502456665
25,3.5079803466796875
26,3.1508750915527344
27,3.4401254653930664
28,3.3030405044555664
29,2.314403533935547
30,3.591611623764038
31,2.2930099964141846
32,2.7149128913879395
33,3.599071502685547
34,2.849191427230835
35,5.507776260375977
36,4.028202533721924
37,3.986299514770508
38,3.0276060104370117
39,3.6860790252685547
40,2.038498878479004
41,3.289425849914551
42,3.8292665481567383
43,2.511974811553955
44,5.169013977050781
45,4.12978458404541
46,4.213946342468262
47,3.3485054969787598
48,3.896040439605713
49,3.8359837532043457
50,3.6260976791381836
51,3.953582763671875
52,3.220655679702759
53,4.295609474182129
54,4.728014945983887
55,4.1503214836120605
56,3.663292407989502
57,4.118950843811035
58,2.593273639678955
59,3.7997243404388428
60,3.6728291511535645
61,3.1247599124908447
62,3.96596097946167
63,4.056321620941162
64,3.9239208698272705
65,4.254471778869629
66,3.914633274078369
67,3.978205680847168
68,4.162015438079834
69,3.3043203353881836
70,4.892443656921387
71,3.439257860183716
72,4.4214887619018555
73,3.2807226181030273
74,3.975224494934082
75,2.5361809730529785
76,2.3910293579101562
77,4.139233589172363
78,4.311277866363525
79,4.272229194641113
80,4.279566287994385
81,4.351263999938965
82,4.4107232093811035
83,4.265925407409668
84,4.418148994445801
85,4.947357177734375
86,3.924337863922119
87,4.862645149230957
88,3.7853832244873047
89,4.2798380851745605
90,3.9035708904266357
91,4.0279927253723145
92,3.846301317214966
93,4.201735973358154
94,4.194859504699707
95,4.452176094055176
96,4.538367748260498
97,4.407238006591797
98,4.391922950744629
99,4.518087863922119
100,5.0721282958984375
101,3.9221534729003906
102,4.271272659301758
103,5.0041399002075195
104,4.0991363525390625
105,4.4316558837890625
106,4.1568145751953125
107,3.742967367172241
108,4.525337219238281
109,3.3845458030700684
110,4.048102378845215
111,4.80266809463501
112,4.389344692230225
113,4.894031524658203
114,3.586515188217163
115,3.8319857120513916
116,1.889784812927246
117,3.8088135719299316
118,3.452232599258423
119,3.5726048946380615
120,2.4715092182159424
121,2.042720317840576
122,3.5018112659454346
123,4.330104351043701
124,2.8601233959198
125,2.5987892150878906
126,4.6202545166015625
127,4.846858501434326
128,4.084811687469482
129,3.227604866027832
130,2.225329637527466
131,3.765786647796631
132,3.6035258769989014
133,4.399563789367676
134,4.41395902633667
135,2.2997162342071533
136,4.368051528930664
137,4.295925140380859
138,4.099571704864502
139,3.832951784133911
140,3.0801005363464355
141,2.47623348236084
142,3.681220769882202
143,3.7411270141601562
144,3.5454258918762207
145,3.3713812828063965
146,2.9386448860168457
147,3.490730047225952
148,4.045437335968018
149,3.482785224914551
150,2.847938299179077
151,3.616000175476074
152,3.3835110664367676
153,3.7386722564697266
154,2.2895772457122803
155,3.4932470321655273
156,2.9621148109436035
157,4.097877502441406
158,4.040429592132568
159,3.0294275283813477
160,3.8567423820495605
161,3.215395450592041
162,2.7638254165649414
163,2.524384021759033
164,2.636986255645752
165,2.7406704425811768
166,3.8064417839050293
167,3.4371752738952637
168,3.946695327758789
169,2.9210562705993652
170,4.388936519622803
171,3.8393394947052
172,4.582618713378906
173,3.153550148010254
174,4.030646800994873
175,4.43174934387207
176,4.184075355529785
177,4.444500923156738
178,4.428593635559082
179,4.485467433929443
180,2.9290719032287598
181,4.540210247039795
182,4.6712236404418945
183,3.9413535594940186
184,3.4134769439697266
185,4.4881439208984375
186,3.953662872314453
