TestDataID,Rating
1,4.683393955230713
2,4.228723049163818
3,4.548471927642822
4,2.6234803199768066
5,3.5207886695861816
6,3.585519552230835
7,4.491730690002441
8,3.389862298965454
9,3.2487237453460693
10,2.8384342193603516
11,4.172172546386719
12,3.593194007873535
13,3.3229751586914062
14,3.653136968612671
15,3.433769702911377
16,3.5531845092773438
17,3.731156349182129
18,4.113868236541748
19,4.316120147705078
20,3.1478042602539062
21,3.716026782989502
22,4.201122760772705
23,4.195611953735352
24,3.3092241287231445
25,3.822739601135254
26,3.1177964210510254
27,3.678497791290283
28,3.2982804775238037
29,1.7492717504501343
30,3.2479844093322754
31,2.6343207359313965
32,3.3167386054992676
33,3.396714687347412
34,2.8943235874176025
35,4.0677170753479
36,3.5901730060577393
37,3.7258548736572266
38,2.546394109725952
39,3.5911591053009033
40,1.7647467851638794
41,3.2303364276885986
42,3.8167672157287598
43,2.690354347229004
44,4.55901575088501
45,3.909579277038574
46,3.8245763778686523
47,3.731285572052002
48,4.074197769165039
49,3.998771905899048
50,3.6168463230133057
51,4.002893924713135
52,3.3197922706604004
53,4.030041694641113
54,4.8376359939575195
55,4.451991081237793
56,3.060058116912842
57,4.214474678039551
58,2.476010799407959
59,4.259527683258057
60,3.6923654079437256
61,3.4770026206970215
62,4.34925651550293
63,4.344001293182373
64,4.273744106292725
65,4.636736869812012
66,3.851670980453491
67,4.1719746589660645
68,4.20214319229126
69,3.3050668239593506
70,4.463222026824951
71,3.3871402740478516
72,4.758715629577637
73,3.4639511108398438
74,4.203915119171143
75,3.1108205318450928
76,2.8912172317504883
77,4.652876853942871
78,4.5898237228393555
79,4.426709175109863
80,4.535785675048828
81,4.403653144836426
82,4.167613983154297
83,4.281476020812988
84,4.241279602050781
85,5.069694995880127
86,4.100620746612549
87,4.586545467376709
88,4.135180473327637
89,4.1483354568481445
90,4.030255317687988
91,4.004429817199707
92,4.125718593597412
93,4.2392754554748535
94,4.716246604919434
95,4.340959548950195
96,4.696922779083252
97,4.399585247039795
98,4.566012382507324
99,4.480397701263428
100,4.913346290588379
101,4.177080154418945
102,4.2488789558410645
103,4.818389415740967
104,4.487823486328125
105,4.277973651885986
106,4.559976100921631
107,4.216774940490723
108,4.822371482849121
109,3.250396728515625
110,3.956005334854126
111,4.588006973266602
112,4.259318828582764
113,4.970339775085449
114,3.285963773727417
115,4.198618412017822
116,1.8582465648651123
117,3.396393299102783
118,3.1954386234283447
119,3.4868686199188232
120,3.2862236499786377
121,2.0828633308410645
122,3.0263679027557373
123,4.543596267700195
124,2.2382073402404785
125,2.745119094848633
126,4.892038345336914
127,4.113576412200928
128,4.218599319458008
129,3.415343999862671
130,2.2743420600891113
131,3.449007987976074
132,4.11825704574585
133,4.3534159660339355
134,4.302383899688721
135,2.52653169631958
136,4.0545268058776855
137,3.945704221725464
138,3.7499725818634033
139,4.348830699920654
140,3.160587787628174
141,2.7911651134490967
142,3.5217831134796143
143,3.7124836444854736
144,3.208698272705078
145,3.1960246562957764
146,2.882699489593506
147,3.8061423301696777
148,3.850965976715088
149,3.111656665802002
150,3.201660394668579
151,3.610297918319702
152,3.5749359130859375
153,3.6617443561553955
154,2.1821212768554688
155,3.6448278427124023
156,2.913167953491211
157,3.9614768028259277
158,3.7610676288604736
159,2.991124153137207
160,3.7849864959716797
161,3.769434928894043
162,3.274287462234497
163,3.1647558212280273
164,2.180025577545166
165,3.017855644226074
166,3.340566635131836
167,3.6501519680023193
168,3.9788818359375
169,2.732753276824951
170,5.009446620941162
171,3.845336675643921
172,4.496969699859619
173,3.353240489959717
174,4.633081912994385
175,4.2265191078186035
176,4.471896171569824
177,4.747467041015625
178,4.813897609710693
179,4.771389007568359
180,2.821810722351074
181,4.452636241912842
182,4.585017204284668
183,3.83231782913208
184,3.5770974159240723
185,4.4515604972839355
186,4.046668529510498
187,4.08940315246582
188,3.276644706726074
189,4.71537971496582
190,4.488038063049316
191,3.6697285175323486
192,4.112925052642822
193,2.5486021041870117
194,5.141891956329346
195,4.721851348876953
196,2.7744863033294678
197,4.140114784240723
198,4.507508277893066
199,2.3653030395507812
200,4.686742782592773
201,3.7350895404815674
202,4.224091529846191
203,1.8937699794769287
204,4.048569202423096
205,1.999320387840271
206,3.0557491779327393
207,3.319230079650879
208,4.8196120262146
209,2.6658565998077393
210,4.892261028289795
211,3.191403388977051
212,3.7285284996032715
213,4.4912309646606445
214,1.9380419254302979
215,3.9365663528442383
216,1.7554752826690674
217,5.367097854614258
218,3.7019951343536377
219,4.3484344482421875
220,1.5810762643814087
221,4.850070953369141
222,4.410438537597656
223,4.772329330444336
224,4.74390172958374
225,2.7635743618011475
226,3.4345788955688477
227,1.103228211402893
228,2.5080435276031494
229,2.000701427459717
230,4.273502826690674
231,4.1058197021484375
232,2.712817430496216
233,4.190987586975098
234,3.616192102432251
235,2.9939186573028564
236,4.97642707824707
237,4.206239700317383
238,3.6979711055755615
239,3.706038236618042
240,3.3871335983276367
241,3.4437923431396484
242,2.939009666442871
243,3.5374834537506104
244,5.1708879470825195
245,4.746286392211914
