TestDataID,Rating
1,4.18086576461792
2,3.810602903366089
3,3.9911248683929443
4,2.505579948425293
5,3.4104220867156982
6,2.3572287559509277
7,4.521747589111328
8,3.5699832439422607
9,3.030111312866211
10,2.8977625370025635
11,4.817127227783203
12,3.451368808746338
13,3.2843856811523438
14,3.1254360675811768
15,3.5738062858581543
16,3.3395001888275146
17,3.974085807800293
18,3.9602272510528564
19,3.417793035507202
20,2.901684045791626
21,3.772618055343628
22,3.968416213989258
23,3.6864452362060547
24,3.053814649581909
25,3.5051143169403076
26,2.2194135189056396
27,3.7197206020355225
28,3.2630910873413086
29,2.458306074142456
30,2.716310739517212
31,2.5266945362091064
32,3.1107125282287598
33,3.5428361892700195
34,3.1475558280944824
35,4.054055213928223
36,4.423217296600342
37,3.658918619155884
38,2.9121391773223877
39,3.4873464107513428
40,3.1225457191467285
41,3.934534788131714
42,3.8305890560150146
43,2.6432530879974365
44,3.9434006214141846
45,3.5746378898620605
46,3.2675392627716064
47,4.136586666107178
48,3.507676839828491
49,3.8196187019348145
50,4.412381649017334
51,4.229771137237549
52,4.049308776855469
53,4.004824161529541
54,4.675754070281982
55,3.6698157787323
56,3.388493537902832
57,3.8044190406799316
58,1.9890108108520508
59,3.5136375427246094
60,4.054130554199219
61,3.515986204147339
62,4.433350086212158
63,4.288529872894287
64,4.434647560119629
65,4.49899435043335
66,3.8838043212890625
67,3.920302152633667
68,4.2207136154174805
69,2.698626756668091
70,4.169282913208008
71,3.131056070327759
72,4.524173259735107
73,3.2624917030334473
74,4.1461567878723145
75,2.5037360191345215
76,2.955855369567871
77,4.812163829803467
78,4.712144374847412
79,4.609900951385498
80,3.895763635635376
81,4.648358345031738
82,4.365484237670898
83,4.537557125091553
84,5.201455593109131
85,4.85836124420166
86,5.208788871765137
87,4.666634559631348
88,4.573178291320801
89,4.6155500411987305
90,4.233166217803955
91,4.651336193084717
92,4.873048782348633
93,4.484607696533203
94,3.9883344173431396
95,4.786042213439941
96,4.477910041809082
97,4.3282599449157715
98,4.7727580070495605
99,4.556127548217773
100,5.107863903045654
101,4.130046367645264
102,4.580893039703369
103,5.419852256774902
104,3.6587674617767334
105,3.8625409603118896
106,4.729867458343506
107,4.59403657913208
108,4.962000846862793
109,2.85231351852417
110,3.9631173610687256
111,5.223060131072998
112,4.473870277404785
113,4.872620105743408
114,3.4531748294830322
115,5.068165302276611
116,2.6153175830841064
117,4.176572322845459
118,3.7153913974761963
119,3.7617709636688232
120,2.2406299114227295
121,1.4021958112716675
122,3.2499184608459473
123,4.80246639251709
124,3.0202903747558594
125,2.8769659996032715
126,4.841091156005859
127,5.111725807189941
128,4.574786186218262
129,4.136693954467773
130,2.5958714485168457
131,3.4377987384796143
132,2.7382290363311768
133,4.2916789054870605
134,4.026957988739014
135,1.538846731185913
136,4.171639442443848
137,3.829296827316284
138,3.6503968238830566
139,3.715303659439087
140,3.153801441192627
141,2.859753370285034
142,3.4415459632873535
143,2.957275629043579
144,2.9222781658172607
145,3.714742660522461
146,2.9799392223358154
147,3.62980318069458
148,3.708447217941284
149,3.740506649017334
150,2.6625704765319824
151,3.3280444145202637
152,2.9320621490478516
153,3.253601551055908
154,2.6171538829803467
155,2.932884931564331
156,3.2039551734924316
157,4.687485218048096
158,4.238251209259033
159,0.8703131079673767
160,3.6928486824035645
161,3.12734317779541
162,3.3518431186676025
163,2.699995994567871
164,2.5979788303375244
165,3.4116146564483643
166,3.8801517486572266
167,3.969135284423828
168,4.012029647827148
169,2.570192337036133
170,4.67641544342041
171,3.864389657974243
172,4.783273696899414
173,3.4399971961975098
174,4.43524169921875
175,3.8126707077026367
176,4.53652286529541
177,4.589457035064697
178,4.6262946128845215
179,4.416647434234619
180,3.4952661991119385
181,4.333929061889648
182,4.3139543533325195
183,4.348584175109863
184,3.5611627101898193
185,4.388558864593506
186,4.532951354980469
187,4.555123805999756
188,3.3745341300964355
189,4.432612419128418
190,4.369935989379883
191,3.9899392127990723
192,3.768087387084961
193,3.106375217437744
194,4.51192045211792
195,4.750071048736572
196,3.165618896484375
197,4.287608623504639
198,4.693875789642334
199,2.6845884323120117
200,4.6786394119262695
201,4.642630100250244
202,4.638723850250244
203,2.052259683609009
204,4.415237903594971
205,1.3550270795822144
206,3.3415300846099854
207,4.117464542388916
208,4.889073848724365
209,3.517836332321167
210,5.031002521514893
211,3.2087464332580566
212,3.9880588054656982
213,5.060446739196777
214,2.5886738300323486
215,4.143313884735107
