TestDataID,Rating
1,4.122936725616455
2,4.500654220581055
3,3.539952516555786
4,2.241342067718506
5,3.273160457611084
6,2.7181572914123535
7,3.8660123348236084
8,2.413520574569702
9,3.136983871459961
10,2.484126091003418
11,4.311199188232422
12,3.4717023372650146
13,3.4948861598968506
14,3.0237789154052734
15,3.011381149291992
16,3.3227152824401855
17,3.1394381523132324
18,3.4386844635009766
19,3.699845790863037
20,3.214524030685425
21,3.5903537273406982
22,3.997836112976074
23,4.262805938720703
24,3.1881892681121826
25,3.3459887504577637
26,2.2575130462646484
27,2.8383495807647705
28,3.292733669281006
29,1.604696273803711
30,3.1221041679382324
31,2.7405967712402344
32,2.4880740642547607
33,3.864492416381836
34,2.639169454574585
35,3.9965786933898926
36,3.2048134803771973
37,4.279623031616211
38,2.703941583633423
39,4.291029930114746
40,2.7892117500305176
41,2.82163667678833
42,3.5239713191986084
43,2.203925848007202
44,4.321005821228027
45,3.4934847354888916
46,3.4758288860321045
47,3.071673631668091
48,3.72928524017334
49,2.774874210357666
50,3.4352855682373047
51,3.6068060398101807
52,3.122190475463867
53,3.8995625972747803
54,4.79354190826416
55,4.02559757232666
56,3.4620308876037598
57,3.5910425186157227
58,2.8440089225769043
59,3.4934985637664795
60,3.869311571121216
61,3.083197832107544
62,3.459946870803833
63,4.109078884124756
64,4.281246185302734
65,3.9218075275421143
66,3.4299182891845703
67,3.5713002681732178
68,4.069721698760986
69,2.4629786014556885
70,4.168900489807129
71,2.6838085651397705
72,3.9899699687957764
73,2.727182149887085
74,3.6416311264038086
75,2.274912118911743
76,2.468022346496582
77,4.486001014709473
78,3.4292354583740234
79,4.20060396194458
80,4.261885166168213
81,4.024583339691162
82,3.7176411151885986
83,4.216264247894287
84,4.301032066345215
85,4.102158069610596
86,4.080468654632568
87,4.326259613037109
88,3.6600193977355957
89,4.1251606941223145
90,3.52891206741333
91,4.108191967010498
92,3.435153007507324
93,3.7317705154418945
94,3.8236324787139893
95,3.688889503479004
96,3.9342565536499023
97,3.990699052810669
98,3.9030137062072754
99,4.210741996765137
100,4.42183256149292
101,3.5386457443237305
102,3.6184146404266357
103,4.232509136199951
104,3.746138572692871
105,3.15671968460083
106,4.198982238769531
107,3.6773271560668945
108,5.012263298034668
109,2.9788706302642822
110,4.01664924621582
111,4.860871315002441
112,4.714786529541016
113,4.4529900550842285
114,2.6828205585479736
115,3.495875358581543
116,2.2749316692352295
117,3.950115203857422
118,3.025303840637207
119,2.955902099609375
120,2.5465993881225586
121,2.3198511600494385
122,2.6159515380859375
123,4.330081462860107
124,2.498645305633545
125,2.427016019821167
126,5.112622261047363
127,4.1959662437438965
128,3.957242012023926
129,2.983759641647339
130,2.6765336990356445
131,3.3863158226013184
132,3.2406997680664062
133,3.751539468765259
134,3.757037878036499
135,2.054288864135742
136,3.5001931190490723
137,3.599395513534546
138,4.016726493835449
139,3.7819011211395264
140,2.687394618988037
141,2.6249074935913086
142,3.8463010787963867
143,3.8972079753875732
144,3.5189924240112305
145,3.0690276622772217
146,2.964386463165283
147,3.814910888671875
148,3.783334732055664
149,3.649973154067993
150,3.2412519454956055
151,3.210167646408081
152,3.53749942779541
153,3.4841485023498535
154,2.054525375366211
155,3.2525994777679443
156,2.387486696243286
157,3.624746799468994
158,4.263830661773682
159,2.3439924716949463
160,3.7043261528015137
161,2.9771628379821777
162,3.1773130893707275
163,2.6366963386535645
164,2.075383186340332
165,3.1490302085876465
166,3.1175642013549805
167,3.885044813156128
168,3.7345850467681885
